ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Class
1265,25.83,2,13.32,1,7.5,0,5,0,0,1,0.0,0.0,37.5,0,B
1266,31.67,2,15.44,0,10.83,1,3,1,0,0,0.0,1572.5,33.33,0,A
1267,41.67,1,27.98,5,8.33,1,6,1,0,0,0.0,0.0,29.17,0,B
1268,30.83,2,31.54,5,8.33,1,0,1,0,0,0.0,0.0,30.83,0,B
1269,36.67,4,33.33,0,10.83,2,11,0,0,0,0.0,0.0,33.33,0,B
1270,39.17,2,16.34,0,10.83,0,1,4,1,1,0.0,0.0,37.5,0,B
1271,22.5,2,9.43,5,8.33,1,4,1,0,0,0.0,0.0,33.33,0,B
1272,23.33,2,12.23,6,10.0,0,4,0,0,1,0.0,0.0,66.67,0,B
1273,20.83,2,26.34,1,7.5,0,10,0,1,1,0.0,0.0,33.33,0,B
1274,16.67,2,18.93,5,8.33,0,4,4,0,1,0.0,0.0,33.33,0,B
1275,42.5,4,12.43,0,10.83,1,0,1,0,0,0.0,0.0,33.33,0,A
1276,38.33,2,10.5,0,10.83,1,5,1,0,0,0.0,1647.5,33.33,0,A
1277,55.83,2,13.97,0,10.83,1,11,1,0,0,5428.33,0.0,5.83,0,A
1278,39.17,2,31.43,1,7.5,1,7,1,0,0,0.0,0.0,29.17,0,B
1279,35.0,2,27.91,1,7.5,1,5,1,0,0,0.0,0.0,33.33,0,B
1280,43.33,2,15.2,1,7.5,0,5,0,0,0,0.0,1563.33,41.67,0,B
1281,35.0,3,12.94,6,10.0,2,3,4,2,1,0.0,0.0,33.33,12,A
1282,54.17,-1,2.93,1,7.5,1,-1,1,0,0,0.0,0.0,33.33,0,A
1283,17.5,2,13.35,5,8.33,0,8,3,1,0,0.0,0.0,8.33,0,B
1284,41.67,2,7.24,1,7.5,1,0,2,0,1,4315.0,0.0,33.33,0,A
1285,38.33,2,15.37,5,8.33,1,7,1,0,0,0.0,0.0,33.33,0,B
1286,39.17,1,30.13,0,10.83,1,5,1,0,0,12520.0,0.0,41.67,0,A
1287,47.5,2,14.82,12,5.0,1,4,1,0,0,0.0,0.0,33.33,0,B
1288,30.83,2,3.03,0,10.83,0,1,0,0,0,0.0,0.0,37.5,0,B
1289,41.67,2,34.28,1,7.5,1,6,1,0,0,0.0,0.0,33.33,0,B
1290,48.33,-1,14.54,15,6.67,1,-1,1,0,0,0.0,0.0,33.33,0,B
1291,52.5,1,64.78,13,1.67,6,4,4,0,1,0.0,0.0,25.0,24,B
1292,32.5,2,22.66,1,7.5,1,7,1,0,0,0.0,0.0,54.17,0,B
1293,38.33,2,22.76,3,11.67,1,3,1,1,0,0.0,0.0,29.17,0,B
1294,30.0,2,9.23,1,7.5,1,2,1,0,0,0.0,0.0,33.33,0,B
1295,21.67,2,22.8,11,2.5,1,6,1,0,0,0.0,1356.67,41.67,0,B
1296,17.5,2,19.27,5,8.33,0,4,0,0,0,0.0,0.0,47.5,0,B
1297,34.17,2,21.59,6,10.0,1,10,1,0,0,0.0,0.0,33.33,0,B
1298,36.67,4,2.84,5,8.33,0,4,3,1,0,0.0,0.0,33.33,0,B
1299,18.33,2,4.74,1,7.5,1,6,1,0,0,0.0,0.0,33.33,0,B
1300,24.17,3,24.5,5,8.33,0,12,0,1,0,0.0,0.0,50.0,0,B
1301,24.17,2,34.17,1,7.5,0,4,4,1,1,0.0,0.0,33.33,28,B
1302,48.33,5,15.2,5,8.33,1,7,2,0,1,0.0,0.0,33.33,0,A
1303,30.0,1,14.71,10,12.5,1,3,1,0,0,0.0,0.0,41.67,0,B
1304,25.0,2,17.02,7,9.17,1,1,1,0,0,0.0,0.0,40.0,0,B
1305,30.83,2,2.66,0,10.83,1,9,1,0,0,0.0,0.0,35.83,0,A
1306,24.17,2,20.92,7,9.17,0,9,0,0,0,0.0,0.0,33.33,0,B
1307,21.67,2,16.46,11,2.5,0,0,3,0,1,0.0,0.0,33.33,4,B
1308,35.83,2,7.0,1,7.5,1,5,1,0,0,0.0,0.0,37.5,0,B
1309,40.83,2,10.21,1,7.5,1,6,2,0,1,0.0,0.0,33.33,0,A
1310,37.5,3,23.04,0,10.83,1,1,1,0,0,0.0,0.0,33.33,0,B
1311,23.33,2,15.7,0,10.83,0,3,0,0,1,0.0,0.0,33.33,0,B
1312,16.67,-1,19.92,5,8.33,0,-1,0,0,1,0.0,0.0,20.83,0,B
1313,42.5,2,14.62,1,7.5,2,0,4,0,1,0.0,0.0,33.33,0,B
1314,26.67,2,41.46,5,8.33,1,2,1,0,0,0.0,0.0,41.67,9,A
1315,20.0,2,7.84,1,7.5,0,9,3,0,1,0.0,0.0,33.33,0,B
1316,29.17,2,9.69,9,13.33,1,3,1,0,0,6081.67,0.0,33.33,0,A
1317,29.17,-1,26.63,6,10.0,0,-1,0,0,0,0.0,0.0,45.83,0,B
1318,34.17,0,11.8,0,10.83,1,3,1,0,0,0.0,0.0,33.33,0,A
1319,40.0,2,4.5,0,10.83,1,6,1,0,0,0.0,0.0,37.5,0,A
1320,50.83,4,8.24,1,7.5,6,0,4,0,1,1225.83,0.0,29.17,0,B
1321,16.67,2,9.35,5,8.33,0,0,3,0,0,0.0,0.0,25.0,0,B
1322,22.5,2,15.51,1,7.5,0,5,0,0,0,0.0,0.0,41.67,0,A
1323,45.83,2,9.92,5,8.33,1,7,1,0,0,0.0,0.0,20.0,0,A
1324,32.5,2,6.83,1,7.5,1,0,1,0,0,0.0,0.0,33.33,0,A
1325,14.17,-1,11.27,12,5.0,0,-1,3,0,0,0.0,0.0,16.67,0,B
1326,39.17,2,20.88,1,7.5,1,2,1,0,0,0.0,0.0,33.33,-1,B
1327,43.33,2,13.71,1,7.5,6,4,4,2,1,0.0,0.0,33.33,3,A
1328,20.0,2,23.9,1,7.5,0,5,3,1,1,0.0,0.0,16.67,0,B
1329,24.17,2,23.22,2,5.83,0,4,4,1,1,0.0,0.0,33.33,0,B
1330,20.83,2,15.34,1,7.5,0,9,5,0,0,0.0,0.0,33.33,0,B
1331,16.67,2,26.41,5,8.33,0,9,0,0,1,0.0,0.0,33.33,0,B
1332,19.17,2,22.4,1,7.5,0,9,0,1,0,0.0,0.0,29.17,0,B
1333,47.5,2,21.58,10,12.5,1,3,1,0,0,0.0,0.0,50.0,0,B
1334,42.5,2,11.95,7,9.17,1,3,1,0,0,0.0,0.0,33.33,0,A
1335,27.5,2,3.31,5,8.33,0,3,0,0,1,3061.67,0.0,13.33,0,B
1336,32.5,2,14.24,0,10.83,0,3,0,0,0,0.0,0.0,33.33,0,B
1337,33.33,2,19.55,1,7.5,1,1,1,0,0,0.0,0.0,33.33,0,A
1338,59.17,2,21.95,0,10.83,2,10,3,0,1,1940.83,0.0,13.33,0,B
1339,31.67,0,2.78,5,8.33,1,1,1,0,0,0.0,0.0,33.33,0,B
1340,23.33,0,18.39,10,12.5,0,3,4,0,0,0.0,0.0,33.33,0,B
1341,47.5,2,7.28,3,11.67,3,3,0,0,1,0.0,0.0,33.33,0,B
1342,39.17,2,3.81,5,8.33,2,0,0,0,0,0.0,0.0,33.33,0,B
1343,49.17,0,8.58,1,7.5,0,0,3,0,0,0.0,0.0,33.33,0,B
1344,21.67,2,15.88,1,7.5,0,5,0,4,0,0.0,0.0,33.33,0,B
1345,29.17,2,14.99,0,10.83,0,0,3,0,1,0.0,0.0,33.33,0,B
1346,50.83,5,10.97,0,10.83,1,1,1,0,0,0.0,0.0,41.67,10,A
1347,14.17,-1,11.88,2,5.83,0,-1,3,0,1,0.0,0.0,25.0,0,B
1348,30.0,2,12.46,0,10.83,1,1,1,2,0,0.0,0.0,50.0,-1,A
1349,51.67,-1,18.37,8,3.33,1,-1,1,0,0,2842.5,0.0,41.67,0,B
1350,28.33,2,38.02,5,8.33,0,3,0,0,0,0.0,0.0,41.67,0,A
1351,26.67,5,16.26,0,10.83,1,6,1,0,0,6406.67,0.0,41.67,0,A
1352,35.0,2,14.16,1,7.5,4,5,3,0,1,0.0,0.0,33.33,0,B
1353,32.5,2,15.56,5,8.33,1,6,1,0,0,0.0,0.0,33.33,0,B
1354,48.33,2,10.79,11,2.5,2,9,0,1,0,0.0,0.0,33.33,0,B
1355,50.83,1,2.45,1,7.5,1,8,1,0,0,0.0,1540.0,50.0,0,A
1356,33.33,2,12.63,12,5.0,0,6,5,1,0,0.0,0.0,45.83,0,B
1357,25.83,2,3.49,0,10.83,0,10,0,0,0,0.0,0.0,30.83,0,B
1358,30.0,2,15.56,1,7.5,0,5,0,0,0,0.0,0.0,41.67,0,B
1359,19.17,2,14.8,5,8.33,0,9,3,0,0,0.0,0.0,33.33,0,B
1360,27.5,2,8.63,1,7.5,0,6,0,0,0,0.0,0.0,34.17,0,B
1361,43.33,2,11.92,1,7.5,1,6,1,0,0,0.0,0.0,33.33,0,A
1362,18.33,2,8.42,1,7.5,0,4,0,0,1,0.0,0.0,20.0,0,B
1363,42.5,2,16.56,5,8.33,2,5,4,0,1,0.0,0.0,33.33,13,B
1364,25.83,3,13.7,7,9.17,0,1,0,0,1,0.0,0.0,33.33,0,B
1365,40.83,5,20.98,1,7.5,2,1,4,0,1,0.0,0.0,33.33,0,B
1366,40.83,2,13.94,1,7.5,1,9,2,1,1,0.0,0.0,33.33,0,B
1367,44.17,3,18.34,5,8.33,6,0,0,1,1,0.0,0.0,33.33,0,B
1368,43.33,2,12.39,1,7.5,1,1,1,2,0,83332.5,0.0,33.33,28,A
1369,16.67,2,36.19,12,5.0,0,2,3,0,0,0.0,0.0,33.33,0,B
1370,21.67,2,32.87,6,10.0,0,4,3,1,0,0.0,0.0,33.33,0,B
1371,50.83,-1,15.55,1,7.5,1,-1,1,0,0,0.0,0.0,5.0,0,B
1372,35.83,2,18.03,3,11.67,0,4,0,0,1,0.0,0.0,25.0,14,B
1373,38.33,5,8.05,0,10.83,1,5,1,0,0,0.0,0.0,43.33,0,B
1374,35.83,4,13.77,7,9.17,0,0,0,0,1,0.0,0.0,29.17,0,B
1375,34.17,2,8.33,1,7.5,2,5,4,1,1,0.0,0.0,33.33,0,B
1376,36.67,1,18.78,1,7.5,1,7,1,0,0,0.0,0.0,45.83,0,B
1377,45.0,2,36.57,1,7.5,1,8,1,0,0,0.0,0.0,33.33,0,B
1378,54.17,2,16.18,3,11.67,1,5,1,0,0,16709.17,0.0,33.33,0,A
1379,26.67,2,7.93,0,10.83,2,1,4,0,1,0.0,0.0,33.33,9,B
1380,20.83,2,17.01,5,8.33,4,0,3,0,0,0.0,0.0,33.33,0,B
1381,19.17,2,3.02,0,10.83,0,5,0,0,0,0.0,0.0,41.67,0,B
1382,20.83,4,13.28,0,10.83,0,3,0,0,0,0.0,0.0,37.5,0,B
1383,15.83,2,9.69,5,8.33,0,2,3,0,0,0.0,0.0,41.67,0,B
1384,30.83,1,11.18,1,7.5,1,1,1,0,0,0.0,0.0,50.0,0,B
1385,37.5,2,10.36,5,8.33,0,9,3,0,0,0.0,0.0,37.5,0,B
1386,30.83,2,28.42,1,7.5,0,5,0,1,0,0.0,0.0,36.67,0,B
1387,33.33,1,21.68,5,8.33,2,1,5,0,0,0.0,1303.33,58.33,11,A
1388,15.83,-1,15.8,5,8.33,0,-1,3,0,0,0.0,0.0,33.33,0,B
1389,14.17,2,3.78,2,5.83,0,4,3,0,0,0.0,0.0,4.17,0,B
1390,22.5,2,2.43,0,10.83,0,10,0,0,1,0.0,0.0,33.33,0,B
1391,33.33,4,23.56,8,3.33,1,6,1,1,0,0.0,1572.5,33.33,-1,A
1392,49.17,2,18.47,1,7.5,2,5,4,0,1,0.0,1468.33,25.0,0,B
1393,15.83,3,19.06,1,7.5,0,0,4,1,1,0.0,0.0,33.33,0,B
1394,35.83,2,19.4,12,5.0,0,9,0,1,0,0.0,0.0,33.33,0,B
1395,35.0,2,18.77,12,5.0,0,7,4,0,0,0.0,0.0,33.33,0,A
1396,45.0,2,32.41,1,7.5,1,7,1,1,0,4177.5,0.0,33.33,0,B
1397,45.0,1,9.34,3,11.67,1,5,1,0,0,0.0,0.0,41.67,0,B
1398,42.5,2,20.07,12,5.0,1,2,1,0,0,1754.17,0.0,37.5,0,B
1399,41.67,2,11.22,1,7.5,1,7,1,0,0,0.0,0.0,50.0,0,A
1400,33.33,2,21.22,1,7.5,0,0,0,0,1,0.0,0.0,33.33,0,B
1401,45.83,2,26.46,6,10.0,1,10,1,0,0,0.0,0.0,20.83,0,B
1402,41.67,2,9.21,1,7.5,2,0,0,0,1,0.0,0.0,33.33,0,B
1403,25.83,2,5.44,1,7.5,1,6,1,0,0,0.0,0.0,41.67,0,B
1404,35.0,-1,4.22,1,7.5,2,-1,4,1,1,0.0,0.0,26.67,0,B
1405,20.0,2,19.66,1,7.5,1,4,1,0,0,0.0,0.0,37.5,0,A
1406,25.0,2,2.46,2,5.83,2,5,3,0,0,0.0,0.0,33.33,0,B
1407,32.5,4,28.7,6,10.0,1,6,2,0,1,0.0,0.0,41.67,0,A
1408,30.83,2,11.71,1,7.5,2,7,0,0,0,0.0,0.0,41.67,0,B
1409,27.5,2,10.58,1,7.5,1,7,1,0,0,0.0,0.0,33.33,0,B
1410,40.0,2,26.84,1,7.5,6,4,4,0,1,0.0,0.0,33.33,0,B
1411,35.83,5,16.03,1,7.5,1,4,1,2,0,0.0,0.0,65.0,17,B
1412,32.5,2,1.98,0,10.83,1,3,1,0,0,0.0,0.0,33.33,0,A
1413,44.17,2,2.8,5,8.33,1,1,1,0,0,0.0,0.0,37.5,0,A
1414,43.33,1,14.15,12,5.0,1,1,1,0,0,0.0,0.0,50.0,0,B
1415,23.33,0,5.96,5,8.33,1,0,1,2,0,0.0,0.0,16.67,0,B
1416,26.67,2,7.06,1,7.5,0,4,0,0,0,0.0,0.0,43.33,0,B
1417,25.83,2,14.59,0,10.83,1,5,1,1,0,0.0,0.0,75.0,0,A
1418,25.83,2,10.39,0,10.83,1,3,2,0,1,0.0,0.0,33.33,0,A
1419,39.17,2,9.37,5,8.33,0,0,0,0,1,0.0,0.0,33.33,0,B
1420,15.83,-1,14.05,5,8.33,0,-1,3,0,0,0.0,0.0,41.67,0,B
1421,33.33,2,20.85,7,9.17,1,2,1,1,0,0.0,0.0,33.33,0,B
1422,33.33,2,16.51,6,10.0,0,0,3,0,1,0.0,0.0,37.5,0,B
1423,34.17,2,14.99,2,5.83,2,4,0,0,0,0.0,0.0,33.33,0,B
1424,44.17,3,10.64,1,7.5,1,0,1,1,0,0.0,0.0,33.33,0,B
1425,38.33,2,10.97,2,5.83,2,9,4,3,0,0.0,0.0,35.83,10,B
1426,37.5,5,2.95,0,10.83,1,8,1,0,0,3655.0,0.0,29.17,0,A
1427,32.5,2,24.24,4,4.17,1,4,2,1,1,2842.5,0.0,28.33,0,B
1428,15.83,2,17.39,1,7.5,0,9,0,0,0,0.0,0.0,33.33,0,B
1429,47.5,2,14.15,1,7.5,1,7,1,0,0,0.0,1572.5,33.33,0,A
1430,40.83,2,11.99,7,9.17,1,9,2,0,1,0.0,0.0,33.33,30,B
1431,49.17,2,24.12,1,7.5,2,1,0,0,1,0.0,0.0,33.33,0,B
1432,26.67,2,14.72,7,9.17,2,5,0,0,0,0.0,0.0,41.67,0,A
1433,15.0,-1,13.83,5,8.33,0,-1,3,0,1,495.0,0.0,12.5,0,B
1434,29.17,0,17.18,5,8.33,0,11,0,1,0,0.0,0.0,33.33,0,B
1435,48.33,5,14.97,12,5.0,1,7,2,0,1,0.0,0.0,33.33,0,B
1436,23.33,2,35.95,0,10.83,0,4,0,0,0,0.0,0.0,35.83,4,B
1437,30.0,3,17.79,6,10.0,1,0,2,0,1,0.0,0.0,33.33,0,A
1438,34.17,1,11.5,3,11.67,2,3,4,0,1,0.0,0.0,29.17,0,B
1439,39.17,2,5.51,1,7.5,1,5,1,0,0,0.0,0.0,33.33,0,A
1440,41.67,5,14.27,1,7.5,1,6,1,0,0,0.0,1393.33,50.0,0,B
1441,50.83,-1,28.25,1,7.5,1,-1,1,0,0,0.0,0.0,13.33,0,B
1442,30.0,2,27.4,1,7.5,1,1,1,0,0,0.0,0.0,41.67,0,A
1443,31.67,2,2.28,7,9.17,2,6,0,0,0,0.0,0.0,33.33,0,B
1444,46.67,1,11.85,1,7.5,1,4,1,0,0,0.0,1585.0,50.0,0,A
1445,41.67,2,2.48,7,9.17,1,7,1,0,0,0.0,0.0,37.5,0,B
1446,37.5,1,20.91,5,8.33,1,5,1,0,0,4177.5,0.0,33.33,0,B
1447,36.67,1,9.84,1,7.5,1,1,1,0,0,0.0,0.0,55.0,0,B
1448,42.5,2,15.08,5,8.33,1,1,1,0,0,0.0,0.0,37.5,0,A
1449,36.67,5,18.68,5,8.33,1,1,1,0,0,0.0,0.0,41.67,0,A
1450,20.83,2,24.28,1,7.5,2,6,0,0,0,0.0,0.0,41.67,0,B
1451,50.0,2,15.12,2,5.83,6,7,4,1,0,0.0,0.0,33.33,0,B
1452,14.17,-1,27.11,12,5.0,0,-1,3,0,0,879.17,0.0,25.0,0,B
1453,40.83,5,10.25,3,11.67,1,1,1,0,0,0.0,0.0,41.67,0,A
1454,38.33,2,45.9,1,7.5,1,6,1,1,0,0.0,0.0,50.0,0,A
1455,46.67,2,25.34,1,7.5,6,0,4,1,1,0.0,0.0,31.67,0,B
1456,20.83,2,18.05,1,7.5,2,6,0,0,0,2770.83,0.0,37.5,0,B
1457,18.33,2,25.25,5,8.33,0,7,0,0,0,0.0,0.0,33.33,0,B
1458,63.33,-1,17.21,1,7.5,6,-1,0,1,1,0.0,0.0,1.67,0,B
1459,34.17,5,7.66,10,12.5,1,3,1,0,0,0.0,0.0,50.0,0,A
1460,40.0,5,15.71,1,7.5,1,1,1,0,0,6406.67,0.0,33.33,0,A
1461,38.33,2,13.15,12,5.0,0,9,0,1,0,0.0,0.0,33.33,0,B
1462,25.0,2,14.46,5,8.33,0,6,0,0,0,0.0,0.0,33.33,0,A
1463,32.5,2,4.16,1,7.5,1,7,1,0,0,0.0,0.0,33.33,0,A
1464,33.33,2,8.19,12,5.0,2,6,0,3,0,0.0,0.0,33.33,0,B
1465,58.33,3,13.27,1,7.5,1,0,1,1,0,0.0,0.0,33.33,0,B
1466,29.17,2,5.51,5,8.33,1,6,1,0,0,0.0,1709.17,37.5,0,B
1467,40.83,2,8.25,3,11.67,2,1,0,0,1,0.0,0.0,62.5,0,B
1468,20.0,2,3.48,7,9.17,0,11,0,0,0,0.0,0.0,50.0,0,B
1469,33.33,2,18.6,6,10.0,1,3,1,0,0,6081.67,0.0,30.0,0,A
1470,50.83,2,9.84,10,12.5,1,7,1,0,0,0.0,0.0,4.17,0,A
1471,20.83,2,8.0,0,10.83,0,3,3,2,0,0.0,0.0,33.33,0,B
1472,23.33,4,17.62,0,10.83,0,3,0,0,1,0.0,0.0,33.33,0,B
1473,57.5,0,17.0,3,11.67,1,3,1,0,0,0.0,0.0,9.17,0,B
1474,18.33,2,16.93,5,8.33,0,2,3,0,1,0.0,0.0,30.0,0,B
1475,39.17,2,2.79,1,7.5,1,0,1,0,0,0.0,0.0,31.67,0,B
1476,31.67,2,6.82,1,7.5,2,4,4,0,1,0.0,0.0,40.0,0,B
1477,21.67,2,14.9,7,9.17,0,0,3,0,1,0.0,0.0,33.33,0,B
1478,14.17,2,16.11,2,5.83,0,0,3,2,1,0.0,0.0,20.0,0,B
1479,27.5,1,19.15,5,8.33,0,4,0,0,0,0.0,0.0,29.17,0,B
1480,35.83,1,2.87,1,7.5,3,6,0,0,0,0.0,0.0,33.33,0,B
1481,48.33,2,20.82,7,9.17,1,6,1,0,0,0.0,0.0,33.33,0,A
1482,44.17,5,21.48,1,7.5,1,5,1,0,0,83332.5,0.0,33.33,0,A
1483,21.67,2,20.86,1,7.5,0,6,0,0,0,0.0,0.0,20.83,0,B
1484,35.83,4,23.89,0,10.83,1,3,1,1,0,0.0,0.0,33.33,0,A
1485,25.83,2,17.05,12,5.0,1,8,1,0,0,1754.17,0.0,33.33,4,B
1486,25.0,2,4.69,1,7.5,0,0,4,0,0,0.0,1667.5,35.0,0,B
1487,20.83,2,14.21,1,7.5,0,4,3,0,1,0.0,0.0,20.83,0,B
1488,47.5,3,22.69,1,7.5,2,0,4,0,1,0.0,0.0,33.33,0,B
1489,30.83,2,14.26,3,11.67,2,1,4,0,0,0.0,0.0,50.0,0,A
1490,26.67,2,32.79,5,8.33,1,5,1,0,0,0.0,0.0,40.0,0,B
1491,21.67,2,8.23,1,7.5,2,1,0,0,1,0.0,0.0,34.17,0,B
1492,37.5,2,8.43,1,7.5,1,0,1,0,0,0.0,0.0,33.33,0,A
1493,44.17,0,12.77,1,7.5,1,0,1,0,0,12520.0,0.0,29.17,0,A
1494,22.5,2,1.95,1,7.5,0,2,5,3,0,0.0,0.0,33.33,0,B
1495,23.33,5,17.12,2,5.83,1,6,1,0,0,0.0,0.0,41.67,0,A
1496,26.67,2,6.52,2,5.83,2,5,0,0,0,0.0,0.0,35.83,0,A
1497,29.17,2,15.23,0,10.83,2,5,0,0,1,0.0,1650.0,54.17,0,B
1498,30.0,1,8.55,5,8.33,1,1,1,0,0,0.0,0.0,45.83,0,A
1499,15.83,2,18.38,5,8.33,0,0,0,0,0,0.0,0.0,33.33,0,B
1500,30.83,5,32.22,0,10.83,1,1,1,0,0,0.0,0.0,66.67,0,A
1501,40.83,2,4.09,5,8.33,2,9,0,0,0,2770.83,0.0,37.5,0,B
1502,16.67,2,2.66,5,8.33,0,4,0,0,0,0.0,0.0,37.5,0,B
1503,53.33,5,14.61,0,10.83,1,1,1,0,0,12520.0,0.0,45.83,0,A
1504,50.0,-1,23.65,3,11.67,1,-1,1,0,0,0.0,0.0,33.33,0,B
1505,26.67,2,10.03,6,10.0,1,6,1,0,0,0.0,0.0,35.0,0,B
1506,48.33,0,3.94,1,7.5,1,1,1,0,0,0.0,0.0,33.33,0,B
1507,35.0,2,19.97,1,7.5,1,5,1,0,0,0.0,0.0,41.67,0,B
1508,16.67,2,35.14,5,8.33,0,0,0,1,1,0.0,0.0,11.67,0,B
1509,35.0,0,35.49,5,8.33,1,0,1,1,0,0.0,0.0,33.33,0,B
1510,20.83,2,18.31,5,8.33,3,3,4,1,0,0.0,0.0,33.33,0,B
1511,25.0,1,13.67,7,9.17,1,3,1,0,0,12520.0,0.0,54.17,0,A
1512,30.83,5,17.67,0,10.83,1,3,1,0,0,0.0,0.0,29.17,0,A
1513,55.0,1,24.33,7,9.17,1,3,1,0,0,0.0,0.0,41.67,0,B
1514,49.17,5,10.18,0,10.83,1,1,1,0,0,0.0,0.0,33.33,8,A
1515,36.67,2,10.09,0,10.83,2,4,0,2,0,0.0,0.0,33.33,27,B
1516,38.33,2,12.66,1,7.5,1,0,1,0,0,0.0,0.0,48.33,0,A
1517,49.17,2,23.19,0,10.83,1,0,2,0,1,2404.17,0.0,25.0,0,B
1518,20.83,2,17.3,0,10.83,0,1,3,0,0,0.0,1116.67,33.33,0,B
1519,14.17,4,2.61,4,4.17,0,4,3,1,0,0.0,0.0,7.5,0,B
1520,39.17,4,20.1,0,10.83,1,11,1,0,0,0.0,0.0,33.33,0,B
1521,39.17,0,11.52,4,4.17,2,4,0,0,1,0.0,0.0,33.33,0,B
1522,25.0,2,2.6,5,8.33,2,1,4,0,1,0.0,0.0,33.33,0,B
1523,16.67,2,13.9,5,8.33,0,8,3,0,1,0.0,0.0,33.33,0,B
1524,21.67,4,13.54,0,10.83,0,3,0,0,0,0.0,1949.17,45.83,0,B
1525,16.67,2,18.83,5,8.33,0,2,0,1,0,0.0,0.0,12.5,0,B
1526,27.5,2,12.97,1,7.5,2,4,4,0,0,0.0,0.0,33.33,0,B
1527,40.0,2,14.33,1,7.5,1,9,1,0,0,0.0,0.0,33.33,0,B
1528,43.33,2,9.61,0,10.83,1,1,1,0,0,83332.5,0.0,41.67,0,A
1529,30.83,2,2.19,1,7.5,2,1,4,0,1,0.0,0.0,10.0,0,B
1530,39.17,2,18.94,1,7.5,1,6,1,1,0,0.0,0.0,33.33,0,B
1531,33.33,2,7.0,12,5.0,1,9,1,0,0,0.0,0.0,33.33,0,A
1532,40.0,2,10.21,3,11.67,2,1,4,0,1,0.0,0.0,33.33,0,A
1533,40.83,2,19.97,12,5.0,1,7,1,1,0,0.0,0.0,35.0,0,A
1534,41.67,2,5.98,5,8.33,2,4,0,0,1,0.0,0.0,33.33,0,B
1535,25.0,2,16.04,6,10.0,0,3,0,0,1,0.0,0.0,33.33,0,B
1536,28.33,2,9.94,5,8.33,1,1,1,0,0,0.0,0.0,33.33,0,B
1537,35.83,2,6.17,1,7.5,1,9,1,0,0,0.0,0.0,33.33,0,B
1538,18.33,2,17.48,12,5.0,1,9,2,0,1,0.0,0.0,33.33,0,B
1539,29.17,2,21.65,1,7.5,4,4,0,1,0,0.0,0.0,33.33,0,B
1540,21.67,0,16.05,1,7.5,2,0,3,0,1,0.0,0.0,25.0,0,B
1541,51.67,2,13.21,10,12.5,1,3,1,0,0,0.0,1356.67,58.33,0,B
1542,32.5,4,16.53,1,7.5,4,11,0,0,0,0.0,0.0,33.33,0,B
1543,49.17,4,13.49,5,8.33,1,6,1,0,0,0.0,0.0,33.33,0,B
1544,57.5,-1,38.51,11,2.5,2,-1,0,0,0,0.0,0.0,33.33,0,B
1545,22.5,2,13.68,0,10.83,1,6,1,0,0,0.0,0.0,33.33,0,B
1546,14.17,2,13.31,12,5.0,0,5,3,0,0,0.0,0.0,25.0,0,B
1547,31.67,2,14.68,0,10.83,1,0,1,0,0,0.0,0.0,33.33,0,B
1548,34.17,2,9.96,5,8.33,1,6,1,0,0,0.0,1572.5,41.67,0,A
1549,22.5,2,12.05,12,5.0,0,9,4,0,1,0.0,0.0,33.33,0,B
1550,19.17,2,16.36,1,7.5,0,0,3,0,1,0.0,0.0,33.33,0,B
1551,14.17,2,10.65,12,5.0,0,2,3,0,0,0.0,0.0,20.0,0,B
1552,46.67,2,9.54,8,3.33,2,9,0,0,1,0.0,0.0,33.33,0,B
1553,20.0,2,17.42,5,8.33,0,0,0,0,1,0.0,0.0,33.33,0,B
1554,51.67,2,10.97,9,13.33,1,3,1,0,0,6406.67,0.0,33.33,-1,A
1555,36.67,2,11.34,15,6.67,2,7,4,1,0,0.0,0.0,33.33,0,B
1556,19.17,2,25.71,0,10.83,0,0,0,0,0,0.0,0.0,25.0,0,B
1557,34.17,1,15.88,1,7.5,0,5,0,0,0,0.0,0.0,41.67,-1,B
1558,20.83,2,28.66,1,7.5,0,7,0,0,0,0.0,0.0,54.17,0,B
1559,17.5,2,19.27,5,8.33,0,4,5,1,1,0.0,0.0,6.67,0,B
1560,15.0,2,16.97,15,6.67,0,2,3,0,0,0.0,0.0,5.0,0,B
1561,37.5,2,12.18,5,8.33,1,6,1,0,0,0.0,0.0,33.33,0,B
1562,62.5,-1,9.05,0,10.83,6,-1,0,0,1,20936.67,0.0,13.33,0,A
1563,42.5,2,12.56,8,3.33,1,11,1,0,0,0.0,0.0,33.33,0,B
1564,35.0,3,11.51,1,7.5,4,4,5,1,1,0.0,0.0,33.33,0,B
1565,39.17,2,9.1,5,8.33,0,4,0,1,1,0.0,0.0,29.17,31,B
1566,24.17,2,9.11,5,8.33,1,8,1,0,0,0.0,0.0,33.33,0,B
1567,27.5,2,6.41,2,5.83,0,4,0,1,0,0.0,0.0,33.33,0,B
1568,35.83,4,13.07,0,10.83,1,6,1,0,0,0.0,0.0,33.33,0,B
1569,16.67,-1,14.22,5,8.33,0,-1,3,0,0,0.0,0.0,13.33,0,B
1570,15.83,-1,5.09,0,10.83,0,-1,3,1,1,0.0,0.0,33.33,2,B
1571,36.67,2,17.66,6,10.0,1,6,1,0,0,0.0,1540.0,33.33,0,A
1572,20.0,2,16.13,5,8.33,0,4,3,0,0,0.0,0.0,25.0,0,B
